gsm,altAnalyze,ascend,bigScale,cellranger,cidr,countClust,monocle,pcaReduce,phenograph,raceid,rca,sc3,scran,seurat,sincera,tscan,truth,category,x,cell,paper
GSM2244187,1,2,5,7,1,5,5,19,8,9,39,27,1,5,1,5,Neoplastic,Tumour,GSM2244187_1001000182.B11.csv,1001000182.B11,5
GSM2244188,1,2,7,7,1,5,2,19,8,1,43,28,1,5,2,5,Neoplastic,Tumour,GSM2244188_1001000182.G5.csv,1001000182.G5,5
GSM2244189,1,2,5,8,1,5,5,8,2,4,3,26,10,6,1,11,Neoplastic,Tumour,GSM2244189_1001000182.C9.csv,1001000182.C9,5
GSM2244190,1,2,5,7,1,5,5,19,2,14,26,28,10,6,1,5,Neoplastic,Tumour,GSM2244190_1001000182.D2.csv,1001000182.D2,5
GSM2244191,1,2,5,8,2,5,4,8,2,4,3,26,5,5,1,2,Neoplastic,Tumour,GSM2244191_1001000182.F2.csv,1001000182.F2,5
GSM2244192,1,2,5,8,1,5,5,8,2,9,32,27,13,6,1,2,Neoplastic,Tumour,GSM2244192_1001000182.G3.csv,1001000182.G3,5
GSM2244193,1,2,5,8,1,1,8,4,8,9,63,34,5,13,1,11,Neoplastic,Tumour,GSM2244193_1001000182.A2.csv,1001000182.A2,5
GSM2244194,1,2,5,8,2,5,4,4,2,4,18,26,5,5,1,11,Neoplastic,Tumour,GSM2244194_1001000182.C4.csv,1001000182.C4,5
GSM2244195,1,2,7,6,2,5,2,19,2,4,9,34,1,5,1,5,Neoplastic,Tumour,GSM2244195_1001000182.E7.csv,1001000182.E7,5
GSM2244196,1,2,5,8,2,5,4,4,2,4,18,26,10,5,1,11,Neoplastic,Tumour,GSM2244196_1001000182.F5.csv,1001000182.F5,5
GSM2244197,1,2,5,8,1,5,5,8,2,4,3,27,5,6,1,11,Neoplastic,Tumour,GSM2244197_1001000182.B5.csv,1001000182.B5,5
GSM2244198,1,2,5,6,2,5,2,4,8,4,63,34,5,5,1,2,Neoplastic,Tumour,GSM2244198_1001000182.F10.csv,1001000182.F10,5
GSM2244199,1,2,5,8,1,5,5,8,2,4,3,26,10,6,1,11,Neoplastic,Tumour,GSM2244199_1001000182.C11.csv,1001000182.C11,5
GSM2244200,1,2,5,6,2,5,2,19,8,1,32,34,1,5,2,5,Neoplastic,Tumour,GSM2244200_1001000182.H9.csv,1001000182.H9,5
GSM2244201,1,2,4,11,2,5,18,22,8,2,2,18,5,4,3,16,OPC,Brain,GSM2244201_1001000182.A4.csv,1001000182.A4,2
GSM2244202,1,2,5,8,1,5,5,8,2,9,3,27,13,6,1,2,Neoplastic,Tumour,GSM2244202_1001000182.D8.csv,1001000182.D8,5
GSM2244203,1,2,5,6,2,5,2,4,8,2,43,34,2,5,1,11,Neoplastic,Tumour,GSM2244203_1001000182.G2.csv,1001000182.G2,5
GSM2244204,1,2,5,8,2,5,4,11,2,4,9,26,13,5,1,2,Neoplastic,Tumour,GSM2244204_1001000182.F11.csv,1001000182.F11,5
GSM2244205,1,2,5,8,1,5,3,11,2,9,3,27,13,6,1,2,Neoplastic,Tumour,GSM2244205_1001000182.E10.csv,1001000182.E10,5
GSM2244206,1,7,6,6,2,8,7,27,8,13,49,36,15,11,2,8,Oligodendrocyte,Brain,GSM2244206_1001000182.D12.csv,1001000182.D12,3
GSM2244207,1,2,5,7,1,5,5,19,2,24,26,26,10,6,1,5,Neoplastic,Tumour,GSM2244207_1001000182.H1.csv,1001000182.H1,5
GSM2244208,1,2,5,8,1,5,4,8,2,4,3,26,5,6,1,11,Neoplastic,Tumour,GSM2244208_1001000182.C5.csv,1001000182.C5,5
GSM2244209,1,2,5,6,2,5,2,4,8,4,2,34,5,5,1,2,Neoplastic,Tumour,GSM2244209_1001000182.H4.csv,1001000182.H4,5
GSM2244210,1,2,5,8,1,5,3,11,2,9,3,26,13,6,1,2,Neoplastic,Tumour,GSM2244210_1001000182.E1.csv,1001000182.E1,5
GSM2244211,1,2,5,8,2,5,4,11,2,4,9,26,5,5,1,2,Neoplastic,Tumour,GSM2244211_1001000182.E9.csv,1001000182.E9,5
GSM2244212,1,2,5,6,2,5,2,4,2,4,31,26,5,5,1,11,Neoplastic,Tumour,GSM2244212_1001000182.B6.csv,1001000182.B6,5
GSM2244213,1,2,7,7,1,5,5,2,8,1,31,27,1,6,1,5,Neoplastic,Tumour,GSM2244213_1001000182.A6.csv,1001000182.A6,5
GSM2244214,1,2,5,6,2,5,2,4,8,4,25,34,2,5,1,11,Neoplastic,Tumour,GSM2244214_1001000182.G11.csv,1001000182.G11,5
GSM2244215,1,2,7,6,2,5,2,19,2,4,9,34,2,5,2,5,Neoplastic,Tumour,GSM2244215_1001000182.H11.csv,1001000182.H11,5
GSM2244216,1,2,5,8,2,5,4,4,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244216_1001000182.C7.csv,1001000182.C7,5
GSM2244217,1,2,5,6,2,5,2,19,8,2,2,34,5,5,1,11,Neoplastic,Tumour,GSM2244217_1001000182.G7.csv,1001000182.G7,5
GSM2244218,1,2,7,6,2,5,2,19,2,1,3,28,2,5,1,11,Neoplastic,Tumour,GSM2244218_1001000182.E12.csv,1001000182.E12,5
GSM2244219,1,2,5,8,1,5,5,8,2,4,26,34,10,6,1,11,Neoplastic,Tumour,GSM2244219_1001000182.D3.csv,1001000182.D3,5
GSM2244220,1,4,4,3,2,1,18,28,8,2,2,17,4,4,3,10,OPC,Brain,GSM2244220_1001000182.H6.csv,1001000182.H6,2
GSM2244221,1,2,7,7,2,5,12,2,8,66,0,28,1,14,2,5,Neoplastic,Tumour,GSM2244221_1001000182.C1.csv,1001000182.C1,5
GSM2244222,1,2,5,8,2,5,4,8,2,4,3,26,5,6,1,11,Neoplastic,Tumour,GSM2244222_1001000182.G6.csv,1001000182.G6,5
GSM2244223,1,2,7,7,1,5,5,19,2,9,3,27,2,6,1,5,Neoplastic,Tumour,GSM2244223_1001000182.A8.csv,1001000182.A8,5
GSM2244224,1,2,5,7,1,1,2,19,1,9,3,28,2,6,1,5,Neoplastic,Tumour,GSM2244224_1001000183.A3.csv,1001000183.A3,5
GSM2244225,1,2,5,7,1,5,2,19,2,4,3,26,2,5,1,11,Neoplastic,Tumour,GSM2244225_1001000183.C6.csv,1001000183.C6,5
GSM2244226,1,2,5,7,1,4,5,19,2,1,32,27,1,6,1,5,Neoplastic,Tumour,GSM2244226_1001000183.F4.csv,1001000183.F4,5
GSM2244227,1,2,5,8,1,5,3,11,2,14,26,27,13,6,1,2,Neoplastic,Tumour,GSM2244227_1001000183.B8.csv,1001000183.B8,5
GSM2244228,1,2,5,8,1,5,4,11,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244228_1001000183.A9.csv,1001000183.A9,5
GSM2244229,1,2,5,6,2,5,4,4,2,4,18,26,5,5,1,11,Neoplastic,Tumour,GSM2244229_1001000183.G10.csv,1001000183.G10,5
GSM2244230,1,2,5,8,1,5,5,8,2,14,32,27,10,6,1,2,Neoplastic,Tumour,GSM2244230_1001000183.F6.csv,1001000183.F6,5
GSM2244231,1,2,5,6,2,5,2,19,2,1,3,28,2,5,1,5,Neoplastic,Tumour,GSM2244231_1001000183.D4.csv,1001000183.D4,5
GSM2244232,1,2,7,7,1,1,5,8,2,9,0,27,13,6,1,16,Neoplastic,Tumour,GSM2244232_1001000183.F11.csv,1001000183.F11,5
GSM2244233,1,2,5,6,2,1,2,4,8,1,40,34,1,5,1,5,Neoplastic,Tumour,GSM2244233_1001000183.G11.csv,1001000183.G11,5
GSM2244234,1,4,4,3,5,1,18,28,1,2,2,17,4,4,3,8,OPC,Brain,GSM2244234_1001000183.G2.csv,1001000183.G2,2
GSM2244235,1,2,5,8,1,5,3,11,2,4,3,26,13,6,1,2,Neoplastic,Tumour,GSM2244235_1001000183.E8.csv,1001000183.E8,5
GSM2244236,1,2,5,6,2,5,4,4,2,4,24,26,5,5,1,11,Neoplastic,Tumour,GSM2244236_1001000183.C11.csv,1001000183.C11,5
GSM2244237,1,2,5,6,2,1,2,4,8,4,9,34,5,5,1,2,Neoplastic,Tumour,GSM2244237_1001000183.H11.csv,1001000183.H11,5
GSM2244238,1,2,5,7,1,4,5,8,2,9,3,27,2,6,1,11,Neoplastic,Tumour,GSM2244238_1001000183.A7.csv,1001000183.A7,5
GSM2244239,1,2,5,8,1,5,5,8,2,14,26,26,10,6,1,11,Neoplastic,Tumour,GSM2244239_1001000183.B12.csv,1001000183.B12,5
GSM2244240,1,2,5,7,1,4,5,19,2,9,50,27,2,6,1,11,Neoplastic,Tumour,GSM2244240_1001000183.C8.csv,1001000183.C8,5
GSM2244241,1,2,5,8,1,5,4,8,2,4,51,26,5,5,1,11,Neoplastic,Tumour,GSM2244241_1001000183.B4.csv,1001000183.B4,5
GSM2244242,1,2,5,8,1,5,5,8,2,4,3,27,13,6,1,11,Neoplastic,Tumour,GSM2244242_1001000183.B9.csv,1001000183.B9,5
GSM2244243,1,2,5,8,2,5,4,4,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244243_1001000183.H9.csv,1001000183.H9,5
GSM2244244,1,2,5,8,1,5,5,8,2,14,26,26,10,6,1,5,Neoplastic,Tumour,GSM2244244_1001000183.H2.csv,1001000183.H2,5
GSM2244245,1,2,5,7,1,5,5,2,2,1,58,28,1,6,1,15,Neoplastic,Tumour,GSM2244245_1001000183.H4.csv,1001000183.H4,5
GSM2244246,1,2,5,8,1,5,4,8,2,4,3,26,5,6,1,11,Neoplastic,Tumour,GSM2244246_1001000183.G8.csv,1001000183.G8,5
GSM2244247,1,2,5,6,1,5,2,4,8,4,56,34,5,5,1,11,Neoplastic,Tumour,GSM2244247_1001000183.D8.csv,1001000183.D8,5
GSM2244248,1,2,5,6,2,5,2,4,8,1,16,34,1,5,1,5,Neoplastic,Tumour,GSM2244248_1001000183.A5.csv,1001000183.A5,5
GSM2244249,1,2,5,8,2,1,4,11,2,4,31,26,5,5,1,11,Neoplastic,Tumour,GSM2244249_1001000183.E6.csv,1001000183.E6,5
GSM2244250,1,2,7,7,2,5,2,2,8,1,43,28,1,5,2,5,Neoplastic,Tumour,GSM2244250_1001000183.G1.csv,1001000183.G1,5
GSM2244251,1,2,5,6,2,1,2,4,8,2,2,34,5,5,1,11,Neoplastic,Tumour,GSM2244251_1001000183.B6.csv,1001000183.B6,5
GSM2244252,1,2,5,6,2,5,2,4,8,4,2,34,5,5,1,11,Neoplastic,Tumour,GSM2244252_1001000183.E12.csv,1001000183.E12,5
GSM2244253,1,2,5,7,1,5,5,8,2,9,31,27,13,6,1,11,Neoplastic,Tumour,GSM2244253_1001000183.E4.csv,1001000183.E4,5
GSM2244254,1,2,5,8,1,1,3,11,8,9,3,26,13,6,1,2,Neoplastic,Tumour,GSM2244254_1001000183.C2.csv,1001000183.C2,5
GSM2244255,1,2,7,7,2,5,2,2,8,1,25,28,1,5,2,5,Neoplastic,Tumour,GSM2244255_1001000183.C4.csv,1001000183.C4,5
GSM2244256,1,2,5,8,1,5,3,11,2,9,55,27,13,6,1,2,Neoplastic,Tumour,GSM2244256_1001000183.D11.csv,1001000183.D11,5
GSM2244257,1,2,5,8,1,5,5,8,2,4,18,26,10,6,1,11,Neoplastic,Tumour,GSM2244257_1001000183.C9.csv,1001000183.C9,5
GSM2244258,1,2,7,7,1,1,5,19,8,1,3,27,1,6,1,11,Neoplastic,Tumour,GSM2244258_1001000183.B11.csv,1001000183.B11,5
GSM2244259,1,2,5,8,2,5,4,4,8,4,55,34,5,5,1,11,Neoplastic,Tumour,GSM2244259_1001000183.D2.csv,1001000183.D2,5
GSM2244260,1,2,5,8,1,5,4,11,2,9,3,26,5,6,1,11,Neoplastic,Tumour,GSM2244260_1001000183.A12.csv,1001000183.A12,5
GSM2244261,1,2,5,8,1,5,2,8,2,14,26,34,10,5,1,11,Neoplastic,Tumour,GSM2244261_1001000183.A8.csv,1001000183.A8,5
GSM2244262,1,2,7,7,1,4,5,19,2,1,3,27,2,6,1,11,Neoplastic,Tumour,GSM2244262_1001000183.A10.csv,1001000183.A10,5
GSM2244263,1,2,5,7,1,4,5,19,2,1,3,27,1,6,1,5,Neoplastic,Tumour,GSM2244263_1001000183.H10.csv,1001000183.H10,5
GSM2244264,1,2,7,6,2,1,2,19,8,1,0,28,1,5,1,11,Neoplastic,Tumour,GSM2244264_1001000183.F10.csv,1001000183.F10,5
GSM2244265,1,2,5,8,1,5,5,8,2,9,3,27,13,6,1,2,Neoplastic,Tumour,GSM2244265_1001000183.F5.csv,1001000183.F5,5
GSM2244266,1,2,5,7,1,5,2,19,2,1,3,34,2,5,2,5,Neoplastic,Tumour,GSM2244266_1001000183.D3.csv,1001000183.D3,5
GSM2244267,1,2,5,7,1,5,5,19,2,1,32,28,10,6,1,5,Neoplastic,Tumour,GSM2244267_1001000183.C5.csv,1001000183.C5,5
GSM2244268,1,2,7,7,2,6,2,2,8,1,57,28,1,5,2,5,Neoplastic,Tumour,GSM2244268_1001000183.E9.csv,1001000183.E9,5
GSM2244269,1,2,7,7,1,4,5,2,2,1,68,27,1,6,1,15,Neoplastic,Tumour,GSM2244269_1001000183.H7.csv,1001000183.H7,5
GSM2244270,1,2,5,6,2,1,2,4,8,9,24,34,2,5,1,11,Neoplastic,Tumour,GSM2244270_1001000183.B7.csv,1001000183.B7,5
GSM2244271,1,2,7,6,2,1,2,19,1,1,24,34,2,5,1,5,Neoplastic,Tumour,GSM2244271_1001000183.D10.csv,1001000183.D10,5
GSM2244272,1,2,5,8,1,1,3,11,8,9,73,26,5,13,1,2,Neoplastic,Tumour,GSM2244272_1001000183.A1.csv,1001000183.A1,5
GSM2244273,1,2,7,7,1,1,12,2,8,2,0,39,1,14,2,6,Neoplastic,Tumour,GSM2244273_1001000183.C12.csv,1001000183.C12,5
GSM2244274,1,2,5,6,2,5,2,4,8,1,25,34,5,5,1,11,Neoplastic,Tumour,GSM2244274_1001000183.F3.csv,1001000183.F3,5
GSM2244275,1,2,5,8,1,1,2,11,8,4,18,34,5,5,1,11,Neoplastic,Tumour,GSM2244275_1001000183.F12.csv,1001000183.F12,5
GSM2244276,1,2,5,6,2,1,2,4,8,4,11,26,5,5,1,11,Neoplastic,Tumour,GSM2244276_1001000183.D9.csv,1001000183.D9,5
GSM2244277,1,2,5,8,2,1,4,11,8,4,2,34,5,5,1,2,Neoplastic,Tumour,GSM2244277_1001000183.D7.csv,1001000183.D7,5
GSM2244278,1,2,5,8,1,5,4,11,2,9,32,26,5,6,1,11,Neoplastic,Tumour,GSM2244278_1001000183.C7.csv,1001000183.C7,5
GSM2244279,1,2,7,6,2,5,2,2,2,1,51,28,1,5,2,15,Neoplastic,Tumour,GSM2244279_1001000183.H5.csv,1001000183.H5,5
GSM2244280,1,2,5,8,1,5,3,11,2,9,0,27,13,6,1,2,Neoplastic,Tumour,GSM2244280_1001000183.E10.csv,1001000183.E10,5
GSM2244281,1,2,5,8,1,5,4,11,2,4,9,26,5,6,1,11,Neoplastic,Tumour,GSM2244281_1001000183.E7.csv,1001000183.E7,5
GSM2244282,1,2,7,7,1,1,5,19,8,9,50,28,1,6,1,11,Neoplastic,Tumour,GSM2244282_1001000183.B2.csv,1001000183.B2,5
GSM2244283,1,2,5,6,2,5,4,4,2,4,32,26,5,5,1,11,Neoplastic,Tumour,GSM2244283_1001000183.G7.csv,1001000183.G7,5
GSM2244284,1,2,7,7,1,5,12,2,8,9,0,39,1,14,2,6,Neoplastic,Tumour,GSM2244284_1001000183.F2.csv,1001000183.F2,5
GSM2244285,1,2,5,6,2,5,2,4,8,4,2,34,5,5,1,11,Neoplastic,Tumour,GSM2244285_1001000183.E11.csv,1001000183.E11,5
GSM2244286,1,2,5,8,2,1,4,4,2,4,38,26,5,5,1,11,Neoplastic,Tumour,GSM2244286_1001000183.A4.csv,1001000183.A4,5
GSM2244287,1,2,5,6,2,1,2,4,8,2,2,34,5,5,1,11,Neoplastic,Tumour,GSM2244287_1001000183.C10.csv,1001000183.C10,5
GSM2244288,1,2,5,8,1,5,4,11,2,4,3,26,13,6,1,11,Neoplastic,Tumour,GSM2244288_1001000183.E5.csv,1001000183.E5,5
GSM2244289,1,2,5,7,1,5,2,19,2,1,43,28,1,5,2,5,Neoplastic,Tumour,GSM2244289_1001000183.B3.csv,1001000183.B3,5
GSM2244290,1,2,5,7,1,4,5,19,2,9,32,27,1,6,1,5,Neoplastic,Tumour,GSM2244290_1001000183.H1.csv,1001000183.H1,5
GSM2244291,1,2,5,6,2,5,2,4,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244291_1001000183.D1.csv,1001000183.D1,5
GSM2244292,1,2,5,6,2,5,2,4,8,4,38,34,5,5,1,11,Neoplastic,Tumour,GSM2244292_1001000183.B10.csv,1001000183.B10,5
GSM2244293,1,2,5,8,2,1,4,11,8,4,2,26,5,5,1,2,Neoplastic,Tumour,GSM2244293_1001000183.F7.csv,1001000183.F7,5
GSM2244294,1,2,7,7,1,1,5,19,8,9,0,28,1,6,1,11,Neoplastic,Tumour,GSM2244294_1001000183.D6.csv,1001000183.D6,5
GSM2244295,1,2,5,6,2,1,2,4,8,2,16,34,1,5,1,5,Neoplastic,Tumour,GSM2244295_1001000183.B5.csv,1001000183.B5,5
GSM2244296,1,2,5,6,2,5,2,4,8,4,63,34,5,5,1,11,Neoplastic,Tumour,GSM2244296_1001000183.A2.csv,1001000183.A2,5
GSM2244297,1,2,5,8,1,5,4,11,2,4,3,26,5,6,1,2,Neoplastic,Tumour,GSM2244297_1001000183.E2.csv,1001000183.E2,5
GSM2244298,1,2,7,7,1,5,5,19,2,1,31,28,2,6,1,5,Neoplastic,Tumour,GSM2244298_1001000183.G5.csv,1001000183.G5,5
GSM2244299,1,2,7,7,1,4,5,19,2,9,67,27,2,6,1,11,Neoplastic,Tumour,GSM2244299_1001000183.A11.csv,1001000183.A11,5
GSM2244300,1,2,5,8,1,5,5,8,2,4,3,26,5,6,1,2,Neoplastic,Tumour,GSM2244300_1001000183.D12.csv,1001000183.D12,5
GSM2244301,1,2,5,7,1,5,5,8,2,4,3,26,10,6,1,11,Neoplastic,Tumour,GSM2244301_1001000183.C3.csv,1001000183.C3,5
GSM2244302,1,2,5,8,2,5,4,11,2,4,3,26,5,6,1,11,Neoplastic,Tumour,GSM2244302_1001000184.A1.csv,1001000184.A1,5
GSM2244303,1,2,5,8,1,1,4,11,2,4,68,26,5,6,1,2,Neoplastic,Tumour,GSM2244303_1001000184.B8.csv,1001000184.B8,5
GSM2244304,1,2,5,8,2,5,4,11,2,4,0,26,5,5,1,11,Neoplastic,Tumour,GSM2244304_1001000184.A11.csv,1001000184.A11,5
GSM2244305,1,2,5,7,1,5,5,8,2,1,3,26,10,6,1,11,Neoplastic,Tumour,GSM2244305_1001000184.B2.csv,1001000184.B2,5
GSM2244306,1,2,5,8,1,5,4,11,2,4,58,26,13,6,1,2,Neoplastic,Tumour,GSM2244306_1001000184.B9.csv,1001000184.B9,5
GSM2244307,1,2,5,7,1,4,5,8,8,1,44,27,1,6,1,11,Neoplastic,Tumour,GSM2244307_1001000184.B3.csv,1001000184.B3,5
GSM2244308,1,2,5,8,1,1,3,11,2,4,3,26,13,6,1,2,Neoplastic,Tumour,GSM2244308_1001000184.C1.csv,1001000184.C1,5
GSM2244309,1,2,5,8,1,1,4,11,2,9,31,26,5,6,1,2,Neoplastic,Tumour,GSM2244309_1001000184.A6.csv,1001000184.A6,5
GSM2244310,1,4,4,3,5,1,18,28,1,2,9,17,4,4,3,10,OPC,Brain,GSM2244310_1001000184.B6.csv,1001000184.B6,2
GSM2244311,1,2,5,8,1,1,4,11,8,9,44,26,5,6,1,2,Neoplastic,Tumour,GSM2244311_1001000184.A4.csv,1001000184.A4,5
GSM2244312,1,2,5,7,1,5,5,19,2,1,3,28,10,6,1,5,Neoplastic,Tumour,GSM2244312_1001000184.A8.csv,1001000184.A8,5
GSM2244313,1,2,5,7,1,5,5,19,2,1,3,28,2,6,2,5,Neoplastic,Tumour,GSM2244313_1001000184.B10.csv,1001000184.B10,5
GSM2244314,1,2,7,7,1,1,12,2,2,55,9,28,1,14,2,5,Neoplastic,Tumour,GSM2244314_1001000184.A10.csv,1001000184.A10,5
GSM2244315,1,2,5,7,1,5,5,19,2,1,3,28,1,6,1,5,Neoplastic,Tumour,GSM2244315_1001000184.B7.csv,1001000184.B7,5
GSM2244316,1,2,5,8,1,1,3,11,2,4,3,26,13,6,1,2,Neoplastic,Tumour,GSM2244316_1001000184.A9.csv,1001000184.A9,5
GSM2244317,1,2,7,7,1,1,12,2,2,4,63,28,1,5,2,11,Neoplastic,Tumour,GSM2244317_1001000184.B11.csv,1001000184.B11,5
GSM2244318,1,2,5,8,1,1,4,11,2,4,3,26,5,6,1,11,Neoplastic,Tumour,GSM2244318_1001000184.A5.csv,1001000184.A5,5
GSM2244319,1,4,4,3,2,1,18,28,1,2,2,17,4,4,3,8,OPC,Brain,GSM2244319_1001000184.B4.csv,1001000184.B4,2
GSM2244320,1,2,5,8,2,1,4,4,2,4,55,26,5,5,1,11,Neoplastic,Tumour,GSM2244320_1001000184.A7.csv,1001000184.A7,5
GSM2244321,1,2,5,7,1,5,5,8,2,1,31,26,10,6,1,11,Neoplastic,Tumour,GSM2244321_1001000184.B5.csv,1001000184.B5,5
GSM2244322,1,2,5,8,1,5,3,11,2,14,26,26,10,6,1,2,Neoplastic,Tumour,GSM2244322_1001000184.A2.csv,1001000184.A2,5
GSM2244323,1,2,5,8,2,5,4,11,2,4,9,26,5,5,1,11,Neoplastic,Tumour,GSM2244323_1001000184.A3.csv,1001000184.A3,5
GSM2244324,1,2,5,8,1,5,5,8,2,4,3,26,10,6,1,11,Neoplastic,Tumour,GSM2244324_1001000184.D9.csv,1001000184.D9,5
GSM2244325,1,2,5,8,1,5,4,11,2,14,18,26,13,6,1,2,Neoplastic,Tumour,GSM2244325_1001000184.G11.csv,1001000184.G11,5
GSM2244326,1,2,5,8,1,5,4,11,2,4,32,26,13,6,1,11,Neoplastic,Tumour,GSM2244326_1001000184.F6.csv,1001000184.F6,5
GSM2244327,1,2,5,8,1,1,4,8,2,4,11,26,5,6,1,11,Neoplastic,Tumour,GSM2244327_1001000184.C11.csv,1001000184.C11,5
GSM2244328,1,2,5,8,1,1,4,11,2,9,0,26,5,6,1,11,Neoplastic,Tumour,GSM2244328_1001000184.D7.csv,1001000184.D7,5
GSM2244329,1,2,5,8,1,1,3,11,2,9,9,26,5,13,1,2,Neoplastic,Tumour,GSM2244329_1001000184.G5.csv,1001000184.G5,5
GSM2244330,1,2,5,7,2,5,2,19,2,1,3,28,1,5,1,5,Neoplastic,Tumour,GSM2244330_1001000184.C5.csv,1001000184.C5,5
GSM2244331,1,2,5,8,1,5,5,8,2,4,3,26,10,6,1,11,Neoplastic,Tumour,GSM2244331_1001000184.H4.csv,1001000184.H4,5
GSM2244332,1,2,5,8,2,1,4,4,8,9,11,26,2,5,1,11,Neoplastic,Tumour,GSM2244332_1001000184.E2.csv,1001000184.E2,5
GSM2244333,1,2,5,8,2,5,4,11,2,4,26,26,10,5,1,11,Neoplastic,Tumour,GSM2244333_1001000184.F10.csv,1001000184.F10,5
GSM2244334,1,2,5,11,2,1,8,11,8,2,62,39,2,13,1,16,OPC,Brain,GSM2244334_1001000184.E3.csv,1001000184.E3,2
GSM2244335,1,2,5,8,2,5,4,4,2,4,9,26,5,5,1,11,Neoplastic,Tumour,GSM2244335_1001000184.D5.csv,1001000184.D5,5
GSM2244336,1,2,5,8,1,5,4,8,2,4,3,26,10,6,1,11,Neoplastic,Tumour,GSM2244336_1001000184.C3.csv,1001000184.C3,5
GSM2244337,1,2,5,8,2,1,4,11,2,4,18,26,5,5,1,2,Neoplastic,Tumour,GSM2244337_1001000184.H10.csv,1001000184.H10,5
GSM2244338,5,3,3,5,4,4,20,3,4,25,7,19,9,3,4,12,Immune cell,Immune,GSM2244338_1001000184.H5.csv,1001000184.H5,7
GSM2244339,1,4,4,3,2,1,18,28,8,2,8,18,4,4,3,8,OPC,Brain,GSM2244339_1001000184.E8.csv,1001000184.E8,2
GSM2244340,1,2,5,7,1,5,2,19,2,1,31,28,1,5,1,5,Neoplastic,Tumour,GSM2244340_1001000184.D10.csv,1001000184.D10,5
GSM2244341,1,2,5,8,1,5,3,8,2,4,3,27,10,6,1,11,Neoplastic,Tumour,GSM2244341_1001000184.F3.csv,1001000184.F3,5
GSM2244342,1,2,5,6,2,1,2,19,2,1,0,26,2,5,1,11,Neoplastic,Tumour,GSM2244342_1001000184.E5.csv,1001000184.E5,5
GSM2244343,1,2,5,8,1,5,4,11,2,4,43,26,13,6,1,11,Neoplastic,Tumour,GSM2244343_1001000184.H8.csv,1001000184.H8,5
GSM2244344,1,2,5,7,2,5,2,19,2,1,3,28,2,5,1,5,Neoplastic,Tumour,GSM2244344_1001000184.F12.csv,1001000184.F12,5
GSM2244345,1,2,5,8,1,1,3,11,2,4,9,26,5,13,1,11,Neoplastic,Tumour,GSM2244345_1001000184.D3.csv,1001000184.D3,5
GSM2244346,1,2,5,8,1,1,5,8,2,9,3,26,2,6,1,11,Neoplastic,Tumour,GSM2244346_1001000184.F1.csv,1001000184.F1,5
GSM2244347,1,2,5,8,1,5,4,11,2,14,18,26,10,6,1,11,Neoplastic,Tumour,GSM2244347_1001000184.F9.csv,1001000184.F9,5
GSM2244348,1,2,5,8,1,5,4,11,2,4,43,26,5,6,1,11,Neoplastic,Tumour,GSM2244348_1001000184.H9.csv,1001000184.H9,5
GSM2244349,1,4,4,3,2,1,18,28,8,2,2,18,4,4,3,8,OPC,Brain,GSM2244349_1001000184.H2.csv,1001000184.H2,2
GSM2244350,1,2,5,8,2,1,4,11,2,4,0,26,5,5,1,11,Neoplastic,Tumour,GSM2244350_1001000184.D1.csv,1001000184.D1,5
GSM2244351,1,2,7,7,1,4,5,2,2,9,67,27,1,6,1,6,Neoplastic,Tumour,GSM2244351_1001000184.C10.csv,1001000184.C10,5
GSM2244352,1,2,5,8,2,1,4,11,8,4,16,26,5,5,1,2,Neoplastic,Tumour,GSM2244352_1001000184.G4.csv,1001000184.G4,5
GSM2244353,1,2,5,6,2,1,4,4,2,4,18,26,5,5,1,11,Neoplastic,Tumour,GSM2244353_1001000184.H1.csv,1001000184.H1,5
GSM2244354,1,2,5,6,2,5,2,19,2,1,0,28,1,5,1,5,Neoplastic,Tumour,GSM2244354_1001000184.C6.csv,1001000184.C6,5
GSM2244355,1,2,5,8,1,5,4,4,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244355_1001000184.F7.csv,1001000184.F7,5
GSM2244356,1,2,5,7,1,5,5,19,2,14,0,28,10,6,1,11,Neoplastic,Tumour,GSM2244356_1001000184.G12.csv,1001000184.G12,5
GSM2244357,1,4,4,3,2,1,18,28,8,2,2,18,4,4,3,8,OPC,Brain,GSM2244357_1001000184.G7.csv,1001000184.G7,2
GSM2244358,1,2,5,8,2,5,4,4,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244358_1001000184.E12.csv,1001000184.E12,5
GSM2244359,1,2,5,8,1,1,3,11,2,9,57,27,13,6,1,2,Neoplastic,Tumour,GSM2244359_1001000184.D6.csv,1001000184.D6,5
GSM2244360,1,2,5,8,1,5,5,8,2,4,3,26,13,6,1,2,Neoplastic,Tumour,GSM2244360_1001000184.D12.csv,1001000184.D12,5
GSM2244361,1,2,5,8,1,1,3,11,2,4,3,26,5,6,1,2,Neoplastic,Tumour,GSM2244361_1001000184.H11.csv,1001000184.H11,5
GSM2244362,1,2,5,7,1,5,2,19,2,1,3,28,2,5,1,5,Neoplastic,Tumour,GSM2244362_1001000184.H3.csv,1001000184.H3,5
