genes	clust3	clust4	clust6	clust7	clust10	clust11	clust13	clust17	clust19	clust20
FAM156B	0.006436512580456	0.010514865844815	0.005851375073142	0.008590197069227	0.006781429316641	0.012705882352941	0.018518518518519	0.005649717514124	0.011716989634971	0.008183306055646
FAM157A	0.007021650087771	0.03118201595359	0.004681100058514	0.009600808489136	0.015649452269171	0.011294117647059	0.0119825708061	0.027495291902072	0.006759801712483	0.003600654664484
FAM157B	0.014628437682856	0.086294416243655	0.025746050321826	0.03132895401718	0.049034950443401	0.027294117647059	0.023965141612201	0.106591337099812	0.017350157728707	0.02291325695581
FAM157C	0.01111761263897	0.034082668600435	0.01111761263897	0.019201616978272	0.010954616588419	0.016	0.020697167755991	0.028625235404897	0.018927444794953	0.01505728314239
FAM159A	0.001755412521943	0.001812907904278	0.001170275014628	0.002526528549773	0.000521648408972	0.003764705882353	0.001089324618736	0	0.004731861198738	0.008183306055646
FAM159B	0.000585137507314	0.000725163161711	0.001170275014628	0.000505305709955	0.000521648408972	0.001411764705882	0.002178649237473	0.000376647834275	0.000450653447499	0.000654664484452
FAM160A1	0.001755412521943	0.002900652646846	0.001170275014628	0.002526528549773	0.001043296817945	0.003764705882353	0.001089324618736	0.0030131826742	0.003379900856242	0.001309328968903
FAM160A2	0.007606787595085	0.028281363306744	0.005266237565828	0.028297119757453	0.051121544079291	0.035764705882353	0.026143790849673	0.045951035781544	0.030193780982425	0.026186579378069
FAM160B1	0.081919251023991	0.064902102973169	0.104154476301931	0.092470944921678	0.064684402712572	0.051294117647059	0.113289760348584	0.054237288135593	0.111536728255971	0.083469721767594
FAM160B2	0.019894675248684	0.014865844815083	0.012287887653599	0.03132895401718	0.014606155451226	0.022588235294118	0.0119825708061	0.018079096045198	0.025236593059937	0.027823240589198
FAM161A	0.018724400234055	0.006163886874547	0.043300175541252	0.016169782718545	0.019822639540949	0.032470588235294	0.050108932461874	0.004896421845574	0.04393871113114	0.051063829787234
FAM161B	0.009947337624342	0.004713560551124	0.009947337624342	0.012632642748863	0.013041210224309	0.015529411764706	0.007625272331155	0.009792843691149	0.018251464623704	0.018657937806874
FAM162A	0.164423639555295	0.131617113850616	0.238150965476887	0.146033350176857	0.282211789254043	0.170823529411765	0.343137254901961	0.112241054613936	0.348355114916629	0.389525368248772
FAM162B	0	0	0	0.000505305709955	0	0.000470588235294	0	0	0.000450653447499	0
FAM163A	0.001170275014628	0	0	0	0	0.001882352941176	0	0	0.000675980171248	0.000654664484452
FAM163B	0	0	0	0	0	0	0	0	0	0
FAM166A	0.01521357519017	0.024292965917331	0.019894675248684	0.023244062657908	0.052164840897235	0.053176470588235	0.05119825708061	0.025988700564972	0.064668769716088	0.081178396072013
FAM166B	0.000585137507314	0.00253807106599	0.001755412521943	0.002021222839818	0.002086593635889	0.003764705882353	0.003267973856209	0.0030131826742	0.001351960342497	0.000327332242226
FAM167A	0.000585137507314	0.000725163161711	0.000585137507314	0.000505305709955	0.002608242044862	0.002352941176471	0	0.00075329566855	0	0
FAM167A-AS1	0	0	0	0	0	0	0.001089324618736	0	0	0
FAM167B	0.000585137507314	0	0	0	0.000521648408972	0.000470588235294	0	0	0.000225326723749	0
FAM168A	0.046225863077823	0.070340826686004	0.033352837916911	0.061141990904497	0.055816379760042	0.059294117647059	0.037037037037037	0.065160075329567	0.076611086074809	0.046153846153846
FAM168B	0.082504388531305	0.098259608411893	0.098303101228789	0.091460333501769	0.135628586332812	0.104	0.119825708061002	0.085499058380414	0.128210905813429	0.140425531914894
FAM169A	0.060269163253365	0.008701957940537	0.049151550614394	0.022233451237999	0.008346374543558	0.020235294117647	0.031590413943355	0.002636534839925	0.033123028391167	0.014729950900164
FAM169B	0	0	0	0	0	0	0	0	0	0.000654664484452
FAM170A	0	0	0	0	0	0	0	0.000376647834275	0	0
FAM170B	0	0	0	0	0	0	0	0	0	0
FAM170B-AS1	0	0	0	0	0	0	0	0.000376647834275	0.000225326723749	0.000327332242226
FAM171A1	0.001170275014628	0.000362581580856	0.001755412521943	0.003537139969682	0.002086593635889	0.001411764705882	0.002178649237473	0.00075329566855	0.013519603424966	0.006873977086743
FAM171A2	0.000585137507314	0	0.001755412521943	0.001010611419909	0	0.000470588235294	0.001089324618736	0.000376647834275	0.002027940513745	0.000981996726678
FAM171B	0.049736688121709	0.003988397389413	0.043300175541252	0.018191005558363	0.006259780907668	0.004235294117647	0.016339869281046	0.000376647834275	0.049346552501127	0.008183306055646
FAM172A	0.149210064365126	0.127266134880348	0.208308952603862	0.096513390601314	0.171622326551904	0.121882352941176	0.185185185185185	0.105838041431262	0.154348805768364	0.149918166939444
FAM172BP	0.001755412521943	0.000725163161711	0.000585137507314	0.002021222839818	0	0.001411764705882	0	0.001129943502825	0.002253267237494	0.000981996726678
FAM173A	0.012873025160913	0.034082668600435	0.032767700409596	0.044466902475998	0.078768909754825	0.075294117647059	0.062091503267974	0.047834274952919	0.078413699864804	0.088379705400982
FAM173B	0.01521357519017	0.024292965917331	0.040374488004681	0.017180394138454	0.054251434533125	0.026823529411765	0.06318082788671	0.026741996233522	0.04416403785489	0.075941080196399
FAM174A	0.019309537741369	0.017403915881073	0.016383850204798	0.011622031328954	0.021387584767867	0.019294117647059	0.020697167755991	0.010169491525424	0.019378098242452	0.02847790507365
FAM174B	0.001170275014628	0.001087744742567	0.002340550029257	0.007074279939363	0.002086593635889	0.008470588235294	0.002178649237473	0.003389830508475	0.010139702568725	0.006873977086743
FAM177A1	0.066705675833821	0.07831762146483	0.083674663545933	0.060131379484588	0.077203964527908	0.077176470588235	0.108932461873638	0.072316384180791	0.089454709328526	0.090671031096563
FAM177B	0.001170275014628	0	0	0.003031834259727	0	0.000470588235294	0	0.00075329566855	0.000450653447499	0.000327332242226
FAM178B	0	0.001450326323423	0.000585137507314	0	0	0	0.002178649237473	0.000376647834275	0.000225326723749	0
FAM180A	0	0	0	0	0	0.000470588235294	0	0	0	0
FAM180B	0.000585137507314	0.000362581580856	0.000585137507314	0.001010611419909	0	0.000470588235294	0.002178649237473	0.00075329566855	0.002253267237494	0.003600654664484
FAM181A	0	0	0	0	0	0	0	0	0	0
FAM181A-AS1	0	0	0	0	0	0	0	0	0	0
FAM181B	0.000585137507314	0	0.001755412521943	0.000505305709955	0	0	0	0	0.000225326723749	0.000327332242226
FAM182A	0	0	0	0	0	0	0	0	0	0
FAM182B	0.000585137507314	0	0	0	0	0	0	0	0	0
FAM183A	0	0	0	0.000505305709955	0	0	0.001089324618736	0	0	0.000327332242226
FAM183BP	0.001755412521943	0.001812907904278	0	0	0	0.000470588235294	0	0.00075329566855	0.000450653447499	0.000981996726678
FAM184A	0.01111761263897	0.001812907904278	0.009362200117028	0.001515917129864	0.002086593635889	0.000941176470588	0.002178649237473	0.000376647834275	0.001802613789996	0.000654664484452
FAM184B	0.007021650087771	0.006889050036258	0.007606787595085	0.012632642748863	0.005738132498696	0.013176470588235	0.013071895424837	0.008662900188324	0.014646237043713	0.015384615384615
FAM185A	0.010532475131656	0.010152284263959	0.013458162668227	0.014653865588681	0.014084507042254	0.014117647058824	0.018518518518519	0.009416195856874	0.019603424966201	0.025204582651391
FAM185BP	0.012287887653599	0.010877447425671	0.014628437682856	0.014653865588681	0.019300991131977	0.017411764705882	0.0119825708061	0.008286252354049	0.014646237043713	0.017021276595745
FAM186A	0	0	0	0.000505305709955	0	0.000941176470588	0	0.000376647834275	0	0.000654664484452
FAM186B	0.001755412521943	0.000725163161711	0.000585137507314	0.002526528549773	0.001564945226917	0.000941176470588	0	0.000376647834275	0.000450653447499	0.001963993453355
FAM187A	0.000585137507314	0.000362581580856	0	0	0	0	0.001089324618736	0.000376647834275	0.000901306894998	0.000654664484452
FAM187B	0	0	0	0	0	0	0	0	0	0
FAM189A1	0	0	0.000585137507314	0	0	0	0	0	0	0.000327332242226
FAM189A2	0	0	0	0	0	0	0	0	0	0.000327332242226
FAM189B	0.009947337624342	0.006163886874547	0.015798712697484	0.016169782718545	0.017214397496088	0.017882352941177	0.02723311546841	0.010169491525424	0.02410995944119	0.023567921440262
FAM192A	0.157401989467525	0.238941261783901	0.226448215330603	0.194037392622537	0.339071465832029	0.210823529411765	0.327886710239651	0.224858757062147	0.344975214060388	0.379378068739771
FAM193A	0.081919251023991	0.09173313995649	0.111761263897016	0.10611419909045	0.100156494522692	0.096470588235294	0.131808278867102	0.077212806026365	0.133618747183416	0.123731587561375
FAM193B	0.029842012873025	0.039883973894126	0.029256875365711	0.046993431025771	0.040688575899844	0.028705882352941	0.061002178649238	0.046327683615819	0.052951780081118	0.058265139116203
FAM196A	0.007021650087771	0.000362581580856	0.003510825043885	0.008590197069227	0.001043296817945	0.004235294117647	0.003267973856209	0.00225988700565	0.005407841369986	0.000654664484452
FAM196B	0.007606787595085	0.00507614213198	0.006436512580456	0.007074279939363	0.007303077725613	0.011764705882353	0.007625272331155	0.010922787193974	0.00811176205498	0.00949263502455
FAM197Y2	0	0	0	0	0	0	0	0	0	0
FAM197Y3	0	0	0	0	0	0	0	0	0	0
FAM197Y4	0	0	0	0	0	0	0	0	0	0
FAM197Y5	0	0	0	0	0	0	0	0	0	0
FAM197Y6	0	0	0.000585137507314	0	0	0	0	0	0	0
FAM197Y7	0	0	0	0	0	0	0	0	0	0
FAM197Y8	0	0	0	0	0	0	0	0	0	0
FAM197Y9	0	0	0	0	0	0	0	0	0	0
FAM198A	0.000585137507314	0.000725163161711	0.000585137507314	0	0.000521648408972	0.000941176470588	0.002178649237473	0.000376647834275	0.000225326723749	0
FAM198B	0.027501462843768	0.227701232777375	0.014628437682856	0.012127337038909	0.152842983828899	0.054117647058824	0.016339869281046	0.209039548022599	0.045966651644885	0.033715220949264
FAM199X	0.042715038033938	0.07831762146483	0.057343475716794	0.060131379484588	0.110589462702139	0.068705882352941	0.103485838779956	0.070433145009416	0.095538530869761	0.087070376432079
FAM19A1	0	0.000362581580856	0	0	0	0	0.001089324618736	0	0	0
FAM19A2	0.067875950848449	0.001812907904278	0.050321825629023	0.009095502779181	0.002608242044862	0.002823529411765	0.040305010893246	0.001883239171375	0.007435781883731	0.003600654664484
FAM19A3	0	0	0	0	0	0.000941176470588	0	0	0.000450653447499	0.000654664484452
FAM19A4	0	0	0	0	0.000521648408972	0.000470588235294	0	0.000376647834275	0.000225326723749	0.000327332242226
FAM19A5	0.001755412521943	0	0.000585137507314	0	0	0	0	0	0.000225326723749	0
FAM200A	0.005266237565828	0.016678752719362	0.009947337624342	0.020717534108136	0.026082420448618	0.024470588235294	0.008714596949891	0.009039548022599	0.031545741324921	0.055973813420622
FAM200B	0.09713282621416	0.267222625090645	0.113516676418958	0.080848913592724	0.261345852895149	0.100705882352941	0.133986928104575	0.210922787193974	0.118071203244705	0.151882160392799
FAM201A	0	0.000725163161711	0	0	0.001564945226917	0	0.033769063180828	0.00075329566855	0.000450653447499	0.001963993453355
FAM201B	0.000585137507314	0	0	0	0	0	0.001089324618736	0	0.000675980171248	0
FAM204A	0.281451141018139	0.351704133430022	0.365710942071387	0.277412834765033	0.456964006259781	0.342117647058823	0.569716775599129	0.307344632768362	0.454709328526363	0.513584288052373
FAM205A	0	0	0	0	0	0	0	0	0	0
FAM205BP	0	0	0	0	0	0	0	0	0	0
FAM205C	0	0	0	0	0	0	0	0	0	0
FAM206A	0.035108250438853	0.055112400290065	0.055588063194851	0.039413845376453	0.110067814293166	0.054588235294118	0.080610021786492	0.048210922787194	0.081342947273547	0.120458265139116
FAM207A	0.02633118782914	0.024655547498187	0.035693387946167	0.057099545224861	0.090245174752217	0.045647058823529	0.064270152505447	0.036534839924671	0.085398828301037	0.090343698854337
FAM208A	0.2510239906378	0.272298767222625	0.27325921591574	0.169277412834765	0.359415753781951	0.257882352941176	0.289760348583878	0.228625235404896	0.326273095989184	0.408510638297872
FAM208B	0.148624926857812	0.098622189992748	0.15389116442364	0.135421930267812	0.202921231090245	0.110588235294118	0.237472766884532	0.113370998116761	0.225326723749437	0.292635024549918
FAM209A	0	0.003263234227701	0.002340550029257	0.002021222839818	0	0.002823529411765	0.001089324618736	0.001129943502825	0.001126633618747	0.000654664484452
FAM209B	0	0.001450326323423	0.001170275014628	0.001010611419909	0.000521648408972	0.002823529411765	0.005446623093682	0.00225988700565	0.001351960342497	0.000654664484452
FAM20A	0.002340550029257	0.015591007976795	0.000585137507314	0.004547751389591	0.001043296817945	0.004705882352941	0.001089324618736	0.004143126177024	0.001577287066246	0.000654664484452
FAM20B	0.050321825629023	0.050761421319797	0.067875950848449	0.054067710965134	0.118935837245696	0.047529411764706	0.083877995642702	0.048587570621469	0.102523659305994	0.113911620294599
FAM20C	0.000585137507314	0.032632342277012	0.000585137507314	0.002526528549773	0.039123630672927	0.031529411764706	0.001089324618736	0.031638418079096	0.004957187922488	0.014075286415712
FAM210A	0.09011117612639	0.050036258158086	0.086600351082504	0.081354219302678	0.115805946791862	0.085176470588235	0.151416122004357	0.044821092278719	0.148715637674628	0.243535188216039
FAM210B	0.072557050906963	0.076504713560551	0.097717963721475	0.081354219302678	0.105894627021388	0.130352941176471	0.112200435729847	0.112241054613936	0.094186570527265	0.104418985270049
FAM212A	0.027501462843768	0.004713560551124	0.028671737858397	0.113188479029813	0.031820552947314	0.036235294117647	0.030501089324619	0.005273069679849	0.162460567823344	0.120458265139116
FAM212B	0.004681100058514	0.022842639593909	0.003510825043885	0.010611419909045	0.009911319770475	0.012705882352941	0.007625272331155	0.021845574387947	0.010139702568725	0.013093289689034
FAM212B-AS1	0	0.001087744742567	0	0	0.000521648408972	0	0	0	0.000450653447499	0.000654664484452
FAM213A	0.135166764189585	0.013415518491661	0.162668227033353	0.089439110661951	0.015127803860198	0.020235294117647	0.140522875816993	0.004143126177024	0.078188373141055	0.048772504091653
FAM213B	0.007021650087771	0.006889050036258	0.014043300175541	0.013643254168772	0.011476264997392	0.015058823529412	0.009803921568627	0.005273069679849	0.02794051374493	0.017675941080196
FAM214A	0.141603276770041	0.063814358230602	0.121123464014043	0.09044972208186	0.063119457485655	0.070117647058824	0.099128540305011	0.051977401129944	0.097115817936007	0.063829787234043
FAM214B	0.01111761263897	0.066715010877448	0.008191925102399	0.024254674077817	0.031820552947314	0.055058823529412	0.021786492374728	0.058757062146893	0.025011266336188	0.018330605564648
FAM215A	0.005266237565828	0	0.004681100058514	0.004042445679636	0.002608242044862	0.003294117647059	0.001089324618736	0	0.005407841369986	0.003273322422259
FAM216A	0.166764189584552	0.030456852791878	0.218256290228204	0.144012127337039	0.135628586332812	0.107764705882353	0.251633986928105	0.030131826741996	0.262054979720595	0.363993453355155
FAM216B	0	0	0	0	0	0.000941176470588	0	0	0.000225326723749	0
FAM217A	0	0	0	0.000505305709955	0	0.000941176470588	0.001089324618736	0	0.000675980171248	0.000327332242226
FAM217B	0.040959625511995	0.097534445250181	0.060269163253365	0.072764022233451	0.090245174752217	0.061647058823529	0.095860566448802	0.059133709981168	0.116944569625958	0.165630114566285
FAM218A	0.005266237565828	0	0.005266237565828	0.002021222839818	0	0.000941176470588	0.007625272331155	0.000376647834275	0.001577287066246	0
FAM219A	0.005851375073142	0.008339376359681	0.004681100058514	0.007579585649318	0.007824726134585	0.009882352941176	0.010893246187364	0.013935969868173	0.017800811176206	0.006219312602291
FAM219B	0.083089526038619	0.041334300217549	0.064950263311878	0.141990904497221	0.045383411580595	0.094117647058824	0.076252723311547	0.046704331450094	0.173952230734565	0.097545008183306
FAM21EP	0.003510825043885	0.003988397389413	0.008191925102399	0.006568974229409	0.00886802295253	0.007529411764706	0.013071895424837	0.013935969868173	0.010590356016224	0.011456628477905
FAM220A	0.010532475131656	0.014140681653372	0.010532475131656	0.009600808489136	0.013041210224309	0.020705882352941	0.014161220043573	0.012429378531074	0.024335286164939	0.025204582651391
FAM221A	0.028086600351083	0.007251631617114	0.031597425394968	0.010611419909045	0.020344287949922	0.018352941176471	0.017429193899782	0.008662900188324	0.013294276701217	0.01505728314239
FAM221B	0	0	0	0.000505305709955	0	0.000941176470588	0	0	0.001126633618747	0
FAM222A	0.001170275014628	0	0	0.000505305709955	0	0.000470588235294	0.004357298474946	0	0.000901306894998	0.002618657937807
FAM222A-AS1	0.002925687536571	0	0	0.001010611419909	0.000521648408972	0	0.001089324618736	0	0.000675980171248	0
FAM222B	0.022820362785255	0.009789702683104	0.011702750146284	0.027286508337544	0.019822639540949	0.024	0.028322440087146	0.015065913370998	0.041910770617395	0.033060556464812
FAM223A	0	0	0	0	0	0	0	0	0	0
FAM223B	0	0	0	0	0	0	0	0	0	0
FAM224A	0.003510825043885	0	0.002925687536571	0.000505305709955	0	0	0.002178649237473	0	0.000675980171248	0.000327332242226
FAM224B	0.002340550029257	0	0.001170275014628	0	0.001043296817945	0	0.003267973856209	0	0.000225326723749	0
FAM225A	0	0.001450326323423	0.000585137507314	0	0.003129890453834	0.001411764705882	0.001089324618736	0.0030131826742	0.000901306894998	0.001309328968903
FAM225B	0.000585137507314	0.000725163161711	0	0	0	0	0	0	0.000225326723749	0.000654664484452
FAM226A	0	0	0	0	0	0	0	0	0	0
FAM226B	0	0	0	0	0	0	0	0	0	0
FAM227A	0.010532475131656	0.008339376359681	0.009947337624342	0.008084891359272	0.006781429316641	0.007529411764706	0.010893246187364	0.004519774011299	0.013970256872465	0.008183306055646
FAM227B	0.040374488004681	0.004350978970268	0.028086600351083	0.017180394138454	0.005216484089724	0.010352941176471	0.007625272331155	0.007532956685499	0.019828751689951	0.016039279869067
FAM228A	0	0.001450326323423	0.001755412521943	0.000505305709955	0.001564945226917	0.001411764705882	0	0.00075329566855	0.002027940513745	0.001636661211129
FAM228B	0.117027501462844	0.053662073966643	0.106495026331188	0.048509348155634	0.069900886802295	0.058352941176471	0.119825708061002	0.054613935969868	0.073681838666066	0.070703764320786
FAM229A	0.003510825043885	0.001087744742567	0.001755412521943	0.004042445679636	0.002086593635889	0.002823529411765	0.003267973856209	0.006403013182674	0.004506534474989	0.006219312602291
FAM229B	0.050321825629023	0.001087744742567	0.071971913399649	0.020717534108136	0.008346374543558	0.016941176470588	0.058823529411765	0.002636534839925	0.036502929247409	0.031096563011457
FAM230A	0	0	0	0.000505305709955	0.000521648408972	0.000470588235294	0	0	0.000225326723749	0.000327332242226
FAM230B	0	0	0	0	0	0	0	0	0	0
FAM230C	0	0	0.001170275014628	0	0.000521648408972	0	0	0.000376647834275	0	0.000327332242226
FAM231A	0	0	0	0	0	0	0	0	0	0
FAM231B	0	0	0	0	0	0	0	0	0.000225326723749	0
FAM231C	0	0	0	0	0	0	0	0	0	0
FAM231D	0	0.000362581580856	0	0	0.000521648408972	0	0	0.00075329566855	0	0.000327332242226
FAM234A	0.038619075482739	0.05221174764322	0.093036863662961	0.093986862051541	0.122065727699531	0.076235294117647	0.138344226579521	0.065913370998117	0.177782785038306	0.161374795417349
FAM234B	0.011702750146284	0.010152284263959	0.019894675248684	0.012127337038909	0.005738132498696	0.013176470588235	0.023965141612201	0.006026365348399	0.018476791347454	0.014402618657938
FAM236A	0	0	0	0	0	0	0	0	0	0
FAM236B	0	0	0	0	0	0	0	0	0	0
FAM236C	0	0	0	0	0	0	0	0	0	0
FAM236D	0	0	0	0	0	0	0	0	0	0
FAM237A	0	0	0	0.001010611419909	0	0	0	0	0.000225326723749	0
FAM238A	0.001755412521943	0.002175489485134	0.0040959625512	0.001515917129864	0.000521648408972	0.001882352941176	0.003267973856209	0.00376647834275	0.002027940513745	0.001963993453355
FAM238B	0.001170275014628	0.000362581580856	0	0.000505305709955	0	0.000470588235294	0.001089324618736	0.00075329566855	0.001351960342497	0.000327332242226
FAM238C	0	0.000362581580856	0	0.000505305709955	0	0	0.001089324618736	0	0	0.000654664484452
FAM240A	0	0	0	0	0	0	0	0.000376647834275	0	0
FAM24A	0	0	0	0	0	0	0	0	0	0
FAM24B	0.008191925102399	0.00761421319797	0.018139262726741	0.010106114199091	0.007824726134585	0.008	0.007625272331155	0.007909604519774	0.01194231635872	0.012765957446809
FAM24B-CUZD1	0	0.000362581580856	0	0	0	0	0.001089324618736	0	0	0
FAM25A	0	0	0	0	0	0	0	0	0	0
FAM25BP	0	0	0	0	0	0	0	0	0	0
FAM25C	0	0	0	0	0	0	0	0	0	0
FAM25E	0	0	0	0	0	0	0	0	0.000225326723749	0.000327332242226
FAM25G	0	0	0	0	0	0	0	0	0	0
FAM26D	0.000585137507314	0	0	0.000505305709955	0	0	0	0	0.000450653447499	0
FAM26E	0	0.000362581580856	0	0	0	0	0	0.000376647834275	0	0
FAM26F	0.290813341135167	0.302755620014503	0.407255705090696	0.317837291561395	0.065206051121544	0.384	0.338779956427015	0.163841807909605	0.37201442091032	0.15253682487725
FAM27B	0.000585137507314	0.000362581580856	0.000585137507314	0	0.000521648408972	0	0	0	0.000225326723749	0
FAM27C	0	0.000362581580856	0	0	0	0	0	0	0	0
FAM27E2	0.002340550029257	0.000362581580856	0.001170275014628	0.000505305709955	0.000521648408972	0.000470588235294	0.001089324618736	0	0.000225326723749	0.000654664484452
FAM27E3	0.001170275014628	0	0.001755412521943	0	0.001564945226917	0	0	0	0	0.000327332242226
FAM27E5	0	0	0	0	0	0	0	0	0	0
FAM30A	0.682855471035693	0.009064539521392	0.658279695728496	1.03587670540677	0.027647365675535	0.240470588235294	0.076252723311547	0.022222222222222	1.14263181613339	0.117184942716858
FAM30C	0.000585137507314	0	0	0.002021222839818	0	0.000941176470588	0	0	0.00383055430374	0
FAM32A	0.129900526623757	0.290065264684554	0.207138677589233	0.190500252652855	0.31038080333855	0.260235294117647	0.357298474945534	0.261770244821092	0.338215412347904	0.395090016366612
FAM35A	0.074312463428906	0.085206671501088	0.111761263897016	0.05811015664477	0.130412102243088	0.088470588235294	0.160130718954248	0.071939736346516	0.122577737719694	0.15810147299509
FAM35BP	0.001170275014628	0.001450326323423	0	0.001010611419909	0.003651538862806	0.001882352941176	0.001089324618736	0.0015065913371	0.003379900856242	0.002618657937807
FAM35DP	0.002925687536571	0.002900652646846	0.001755412521943	0.003031834259727	0.001043296817945	0.002823529411765	0.004357298474946	0.003389830508475	0.001351960342497	0.002618657937807
FAM3A	0.014628437682856	0.009427121102248	0.018139262726741	0.031834259727135	0.021909233176839	0.035764705882353	0.010893246187364	0.019962335216573	0.036728255971158	0.028150572831424
FAM3B	0.001170275014628	0.003988397389413	0.001755412521943	0.000505305709955	0.001564945226917	0.005176470588235	0.005446623093682	0.0015065913371	0.000225326723749	0
FAM3C	0.052077238150966	0.039158810732415	0.060854300760679	0.035371399696817	0.093375065206051	0.070117647058824	0.077342047930283	0.04406779661017	0.061063542136097	0.117184942716858
FAM3D	0	0	0	0.001515917129864	0	0.001411764705882	0	0.00075329566855	0.003605227579991	0.000654664484452
FAM3D-AS1	0	0	0	0.001515917129864	0	0.000941176470588	0	0.001129943502825	0.000450653447499	0
FAM41AY1	0	0	0	0	0	0	0	0	0	0
FAM41AY2	0	0	0	0	0	0	0	0	0	0
FAM41C	0.004681100058514	0.011602610587382	0.009947337624342	0.004547751389591	0.006259780907668	0.005647058823529	0.006535947712418	0.011299435028249	0.003379900856242	0.004909983633388
FAM43A	0.022820362785255	0.013778100072516	0.023405500292569	0.027286508337544	0.160146061554512	0.020705882352941	0.019607843137255	0.059887005649718	0.099819738621001	0.118821603927987
FAM43B	0	0	0	0	0	0	0	0	0	0.000327332242226
FAM45A	0.024575775307197	0.175489485134155	0.071386775892335	0.05255179383527	0.232655190401669	0.119529411764706	0.306100217864924	0.175517890772128	0.100270392068499	0.213747954173486
FAM45BP	0.005851375073142	0.075416968817984	0.023405500292569	0.020717534108136	0.076682316118936	0.048	0.107843137254902	0.061016949152542	0.039432176656152	0.088379705400982
FAM46A	0.150965476887068	0.275924583031182	0.215915740198947	0.338049519959576	0.815336463223787	0.421647058823529	0.848583877995643	0.39774011299435	0.438711131140153	0.778068739770867
FAM46B	0	0	0	0	0	0.000470588235294	0	0.000376647834275	0.000450653447499	0.000327332242226
FAM46C	0.067290813341135	0.017766497461929	0.076653013458163	0.047498736735725	0.019822639540949	0.024941176470588	0.11437908496732	0.007532956685499	0.050698512843623	0.043862520458265
FAM46D	0	0	0	0	0	0	0	0	0	0
FAM47A	0	0	0	0	0	0	0	0	0	0
FAM47B	0	0	0	0	0	0	0	0	0.000225326723749	0
FAM47C	0	0	0	0	0	0	0	0	0.000225326723749	0
FAM47E	0.014043300175541	0.000725163161711	0.009362200117028	0.014653865588681	0.003129890453834	0.004705882352941	0.003267973856209	0.0030131826742	0.031545741324921	0.008837970540098
FAM47E-STBD1	0	0	0	0	0	0	0	0	0.000225326723749	0
FAM49A	0.015798712697484	0.18346627991298	0.016968987712112	0.035371399696817	0.074595722483047	0.172235294117647	0.015250544662309	0.146516007532957	0.064443442992339	0.043207855973814
FAM49B	0.136922176711527	0.702320522117476	0.290228203627853	0.235977766548762	0.863328116849244	0.567529411764706	0.465141612200436	0.587570621468927	0.455159981973862	0.666448445171849
FAM50A	0.043300175541252	0.171138506163887	0.072557050906963	0.072764022233451	0.27282211789254	0.16	0.056644880174292	0.188700564971751	0.11198738170347	0.144026186579378
FAM50B	0.007606787595085	0.004713560551124	0.005851375073142	0.016169782718545	0.004173187271779	0.016	0.008714596949891	0.004519774011299	0.017800811176206	0.006546644844517
FAM53A	0.002340550029257	0.001450326323423	0.004681100058514	0.003537139969682	0.002086593635889	0.003764705882353	0	0.0015065913371	0.004506534474989	0.004909983633388
FAM53B	0.015798712697484	0.035170413343002	0.025746050321826	0.036382011116726	0.039123630672927	0.054117647058824	0.030501089324619	0.048964218455744	0.043262730959892	0.046153846153846
FAM53B-AS1	0.001170275014628	0.000362581580856	0	0.002021222839818	0.000521648408972	0.001882352941176	0	0.00376647834275	0.001351960342497	0.002291325695581
FAM53C	0.039789350497367	0.043147208121827	0.04856641310708	0.033350176856999	0.108502869066249	0.048941176470588	0.066448801742919	0.045574387947269	0.056782334384858	0.07037643207856
FAM57A	0.0040959625512	0.001087744742567	0.003510825043885	0.002526528549773	0.004694835680751	0.004235294117647	0.006535947712418	0.00075329566855	0.009238395673727	0.014402618657938
FAM57B	0.000585137507314	0	0	0	0	0	0	0	0.000225326723749	0
FAM58A	0.008191925102399	0.009427121102248	0.009947337624342	0.011116725619	0.010432968179447	0.023058823529412	0.006535947712418	0.010922787193974	0.019152771518702	0.0189852700491
FAM60A	0.279695728496197	0.1178390137781	0.481568168519602	0.304699343102577	0.465832029212311	0.266823529411765	0.538126361655773	0.113370998116761	0.543262730959892	0.834697217675941
FAM66A	0.001755412521943	0	0.000585137507314	0.000505305709955	0	0	0	0	0	0
FAM66B	0.000585137507314	0	0.000585137507314	0.000505305709955	0	0.000941176470588	0	0	0.000225326723749	0.001309328968903
FAM66C	0.0040959625512	0.001450326323423	0.009947337624342	0.005053057099545	0.001043296817945	0.003764705882353	0.004357298474946	0.00075329566855	0.00383055430374	0.001309328968903
FAM66D	0.000585137507314	0.000725163161711	0.001755412521943	0	0.001564945226917	0.000470588235294	0.001089324618736	0.000376647834275	0.000901306894998	0.000327332242226
FAM66E	0.001170275014628	0	0	0	0.000521648408972	0	0.001089324618736	0	0	0
FAM69A	0.009947337624342	0.013052936910805	0.009947337624342	0.003537139969682	0.015127803860198	0.014117647058824	0.014161220043573	0.011299435028249	0.009463722397476	0.021603927986907
FAM69B	0.047981275599766	0.005801305293691	0.07489760093622	0.059120768064679	0.009389671361502	0.01364705882353	0.049019607843137	0.006403013182674	0.063767462821091	0.065139116202946
FAM69C	0	0	0	0	0.001564945226917	0	0	0	0.002253267237494	0.000981996726678
FAM71A	0.001170275014628	0	0.000585137507314	0.001515917129864	0.002086593635889	0.000941176470588	0	0.00075329566855	0	0.001309328968903
FAM71B	0	0	0	0	0	0	0	0	0	0
FAM71C	0	0	0	0	0	0	0	0	0	0
